operation, n, work
get_root, 312522, 137
get_root, 170529, 132
get_root, 775514, 142
get_root, 838236, 148
get_root, 255452, 135
get_root, 163177, 129
get_root, 604032, 148
get_root, 683235, 148
get_root, 535985, 145
get_root, 685472, 148
get_root, 973955, 148
get_root, 275961, 140
get_root, 294823, 140
get_root, 873506, 142
get_root, 722501, 148
get_root, 702459, 148
get_root, 668937, 148
get_root, 572420, 148
get_root, 159108, 132
get_root, 848188, 148
